,TRACTID,cost,date
26298,720200,150000,2015-01-26
26299,840200,5e+05,2014-08-18
26300,250200,5000,2014-09-17
26301,241400,17875,2014-08-20
26302,062700,508300,2014-08-04
26303,231200,17875,2014-07-21
26304,160501,17875,2014-07-10
26305,833300,17875,2014-06-25
26306,160700,17875,2014-07-31
26307,050500,17875,2014-10-01
26308,060300,17875,2014-07-30
26309,060400,17875,2014-07-21
26310,838300,4164632,2014-06-24
26311,831100,364000,2014-11-25
26312,838300,2.7e+07,2014-06-25
26313,842200,17875,2014-07-10
26314,833100,1650000,2014-06-25
26315,242300,450000,2014-08-27
26316,833000,17875,2014-07-01
26317,833000,17875,2014-07-17
26318,833000,17875,2014-07-17
26319,600600,250000,2014-08-25
26320,835500,1100000,2015-04-30
26321,740100,160000,2014-09-11
26322,050500,17875,2014-10-06
26323,842300,17875,2014-07-03
26324,062200,450000,2014-08-14
26325,062600,1000,2014-06-30
26326,061100,364000,2014-08-15
26327,280100,10100000,2014-06-26
26328,010503,150000,2014-08-27
26329,060400,17875,2014-06-26
26330,010503,150000,NA
26331,051200,490000,2014-08-26
26332,340300,20000,2014-10-01
26333,071400,1000,2014-06-26
26334,843900,5000,2014-06-30
26335,242000,22250,2014-12-09
26336,842200,1e+05,2014-08-05
26337,100500,30500,2014-07-16
26338,839600,17875,2014-07-10
26339,839600,17875,2014-07-10
26340,320100,5e+06,2014-06-26
26341,351100,17875,2014-06-26
26342,600400,330000,2014-10-20
26343,600400,330000,2014-09-16
26344,060100,1500000,2014-09-30
26345,600400,330000,2014-10-03
26346,243500,1081500,NA
26347,251900,17875,2014-07-10
26348,251400,17875,2014-07-08
26349,310500,17875,2014-07-08
26350,070600,17875,2014-09-17
26351,051100,17875,2014-08-28
26352,071000,17875,2015-03-10
26353,243000,17875,2014-07-09
26354,431302,17875,2014-09-18
26355,670700,17875,2014-08-13
26356,833100,17875,2014-07-30
26357,230300,30000,2014-08-25
26358,833000,2000,2014-07-01
26359,839900,202000,2014-08-28
26360,243100,2e+05,2014-07-08
26361,410100,20000,2014-07-24
26362,833000,1200,2014-07-01
26363,833000,2000,2014-07-01
26364,161300,8000,2014-07-21
26365,242300,17875,2014-09-18
26366,842200,3.3e+07,2014-06-27
26367,050300,125000,2014-08-13
26368,830700,650000,2014-09-17
26369,031800,5e+05,NA
26370,062500,2526000,2014-10-24
26371,221600,994000,NA
26372,160700,17875,2014-10-10
26373,830700,17875,2014-07-02
26374,051100,1000,2014-06-30
26375,051000,1000,2014-06-30
26376,320100,40000,2014-08-20
26377,842200,60000,2014-08-13
26378,842200,60000,2014-08-06
26379,031000,2e+06,2014-12-23
26380,240600,250000,2014-10-14
26381,020200,17875,2014-11-24
26382,070500,6e+05,2014-11-19
26383,051200,17875,2014-09-03
26384,240600,2e+05,2014-10-14
26385,161100,250000,2014-09-11
26386,040401,17875,2014-11-19
26387,061200,17875,2014-07-25
26388,842200,60000,2014-07-17
26389,240300,4e+05,2015-02-09
26390,170900,436200,2014-10-14
26391,061000,17875,2014-10-15
26392,050500,17875,2014-10-15
26393,051300,17875,2014-09-26
26394,062500,6e+05,2014-10-20
26395,836900,17875,2014-07-08
26396,260600,17875,2014-07-08
26397,260600,17875,2014-07-08
26398,842200,780000,2014-11-06
26399,500200,775000,2014-10-09
26400,062900,17875,2014-08-19
26401,222200,275000,2014-09-29
26402,071000,6000,2014-07-08
26403,140601,2e+05,NA
26404,380100,17875,2014-07-25
26405,380100,17875,2014-07-25
26406,380100,17875,2014-07-25
26407,190200,17875,2014-08-29
26408,190200,17875,2014-08-29
26409,170900,436200,2014-10-14
26410,110502,2000,2014-07-16
26411,431200,17875,2014-07-18
26412,840700,17875,2014-08-27
26413,210602,279400,2014-09-19
26414,843600,258000,2014-10-14
26415,040401,2e+05,2014-09-02
26416,680900,17875,2014-07-14
26417,222500,240000,2014-11-03
26418,061100,2e+05,2014-07-09
26419,340600,20000,2014-07-09
26420,290900,17875,2014-08-14
26421,671300,17875,2014-07-25
26422,842300,6000,2014-07-09
26423,050300,2e+05,2014-08-27
26424,062200,17875,2014-07-09
26425,243200,443100,2014-08-26
26426,836600,150000,2014-09-03
26427,NA,20000,2014-07-16
26428,330100,17875,2014-07-09
26429,242200,1000,2014-07-09
26430,241500,1000,2014-07-09
26431,836600,125000,2014-09-12
26432,690900,17875,2014-07-25
26433,243200,443100,2014-08-26
26434,081402,2000,2014-07-16
26435,230600,17875,2014-08-14
26436,243500,1848875,NA
26437,243500,1848875,2014-12-08
26438,220300,175000,2014-09-22
26439,832600,650000,2015-05-26
26440,070102,5000,2014-09-15
26441,031100,17875,2014-08-29
26442,070500,17875,2014-09-05
26443,062100,17875,2014-08-19
26444,062300,17875,2014-10-07
26445,NA,1e+06,2014-12-11
26446,050500,125000,NA
26447,839500,145000,2014-12-10
26448,839500,145000,2014-11-18
26449,839500,145000,2014-10-10
26450,839500,145000,2014-11-14
26451,040100,4e+05,2014-09-24
26452,620100,1e+06,2015-04-28
26453,060300,454400,2014-08-04
26454,240800,726000,2014-08-12
26455,750500,17875,2014-07-25
26456,750500,17875,2014-07-25
26457,NA,5e+05,NA
26458,050800,17875,2014-08-21
26459,051100,17875,2014-10-17
26460,170300,53120,2014-10-06
26461,836200,1500,2014-07-17
26462,071400,3000,2014-07-17
26463,833300,1495600,2014-11-14
26464,681000,17875,2014-07-23
26465,252102,17875,2014-08-07
26466,611600,17875,2014-07-22
26467,431400,17875,2014-07-22
26468,837000,17875,2014-07-22
26469,842100,17875,2014-07-22
26470,251800,17875,2014-07-22
26471,670200,17875,2014-07-22
26472,680600,17875,2014-07-22
26473,062400,17875,2014-08-14
26474,330100,7500,2014-07-16
26475,350100,4000,2014-07-16
26476,081202,750000,2015-01-05
26477,330100,40000,NA
26478,070400,2500,2014-07-15
26479,841100,2500,2014-07-15
26480,833000,22000,2014-07-16
26481,830900,250000,2014-07-25
26482,330100,92000,2014-08-05
26483,836200,9737312,2014-07-15
26484,243200,17875,2014-08-07
26485,590500,180000,2014-12-18
26486,833000,3e+06,2014-10-15
26487,081403,17875,2014-08-01
26488,835500,17875,2014-07-31
26489,832200,17875,2014-09-30
26490,062200,17875,2014-12-04
26491,070300,17875,2014-09-15
26492,832600,17875,2014-12-11
26493,040201,17875,2014-08-07
26494,081600,4500,2014-07-21
26495,050300,17875,2014-09-08
26496,010400,17875,2014-07-16
26497,320100,20000,2014-07-18
26498,243000,4e+05,2015-03-30
26499,560900,250000,NA
26500,160602,250000,2014-09-29
26501,221500,17875,2014-10-06
26502,160502,3e+05,2014-11-10
26503,580502,17875,2014-11-14
26504,062400,250000,2014-08-11
26505,050500,1000,2014-07-16
26506,430200,17875,2014-09-10
26507,830900,1e+05,2014-09-18
26508,840200,2e+05,NA
26509,840200,2e+05,NA
26510,840200,145000,2015-03-04
26511,840200,145000,2015-03-04
26512,600900,145000,2015-03-18
26513,600900,145000,2015-03-18
26514,842600,145000,2015-02-24
26515,670300,17875,2014-07-23
26516,842600,145000,2015-02-24
26517,842600,145000,NA
26518,842600,145000,2015-03-04
26519,842600,145000,2015-02-25
26520,600600,2e+05,2014-12-30
26521,839900,2e+05,2015-02-13
26522,839900,2e+05,NA
26523,740100,150000,2014-10-31
26524,660600,17875,2014-08-22
26525,611900,17875,2014-07-23
26526,670400,17875,2014-07-23
26527,671600,17875,2014-07-24
26528,252101,1000,2014-07-17
26529,062500,17875,2014-09-26
26530,320400,2500,2014-07-23
26531,320400,1500,2014-07-23
26532,191100,17875,2014-07-30
26533,831200,17875,2014-08-19
26534,062500,17875,2014-09-26
26535,220300,17875,2014-09-12
26536,832200,17875,2014-09-12
26537,160602,17875,2014-08-07
26538,050300,17875,2014-09-12
26539,310600,17875,2014-08-07
26540,050500,17875,2014-08-26
26541,671200,17875,2014-08-11
26542,151002,17875,2014-08-11
26543,320100,20000,2014-07-18
26544,062400,17875,2014-09-17
26545,050300,8500,2014-09-09
26546,840000,348000,2014-09-24
26547,050500,17875,2014-08-05
26548,170300,391300,2014-09-15
26549,190300,140000,2014-09-03
26550,320400,5000,2014-07-22
26551,672000,17875,2014-07-23
26552,400500,17875,2014-07-24
26553,835000,17875,2014-07-23
26554,200401,332600,2014-09-09
26555,832500,3171,2015-02-23
26556,071500,17875,2014-08-06
26557,320400,50000,2014-07-29
26558,050600,250000,2014-09-09
26559,060100,250000,2014-09-18
26560,320600,4000,2014-07-23
26561,840200,250000,2014-07-31
26562,330100,2000,2014-07-23
26563,051100,280000,2014-07-31
26564,740100,160000,2014-09-09
26565,240800,125000,2015-01-09
26566,251500,9e+05,2014-10-23
26567,060300,17875,2014-09-09
26568,843700,17875,2014-09-19
26569,251500,2e+05,2014-10-28
26570,330100,2500,2014-07-21
26571,062400,250000,2014-11-05
26572,081500,17875,2014-08-18
26573,220901,2500,2014-07-21
26574,320400,10000,2014-07-30
26575,832000,2500,2014-07-21
26576,062200,2500,2014-07-21
26577,030500,2500,2014-07-21
26578,221300,2500,2014-07-21
26579,650400,17875,2014-08-19
26580,071500,2500,2014-07-21
26581,140701,2500,2014-07-21
26582,030500,2500,2014-07-21
26583,320100,198000,NA
26584,070200,535400,2014-08-19
26585,031000,18900,2014-09-04
26586,062300,250000,2014-08-22
26587,100200,450000,2015-04-20
26588,062400,250000,2014-08-22
26589,750500,2e+06,2014-07-29
26590,330100,10000,2014-07-23
26591,320400,9000,2014-07-24
26592,281900,3000,2014-07-23
26593,842300,250000,2015-03-13
26594,843900,10000,2014-07-31
26595,040700,750000,2015-06-26
26596,070102,4000,2014-07-23
26597,070300,697200,2014-08-21
26598,221600,375000,NA
26599,070200,4e+05,2014-10-01
26600,063000,17875,2014-08-05
26601,640300,120000,2014-11-10
26602,062200,792400,2014-09-03
26603,140301,24400,2014-10-08
26604,835900,17875,2014-08-01
26605,301801,4000,2014-07-24
26606,843900,40000,2014-07-31
26607,031900,8e+05,NA
26608,050600,3e+05,2014-11-06
26609,063400,17875,2014-09-05
26610,031000,2200000,NA
26611,060400,772000,2014-09-29
26612,063302,21883722,2014-07-23
26613,835000,17875,2014-08-20
26614,460700,17875,2014-08-11
26615,670600,17875,2014-07-30
26616,050500,3e+05,2014-09-09
26617,NA,17875,2014-09-03
26618,670700,17875,2014-07-31
26619,671800,17875,2014-07-31
26620,671800,17875,2014-07-31
26621,670300,17875,2014-07-31
26622,670600,17875,2014-07-30
26623,611900,17875,2014-08-01
26624,680600,17875,2014-07-30
26625,834700,17875,2014-07-31
26626,839000,9e+07,2014-07-24
26627,081800,60000,2014-10-17
26628,710300,4e+06,2014-07-28
26629,730201,17875,2014-08-11
26630,062400,17875,2014-10-03
26631,NA,1.7e+07,2014-07-24
26632,071100,17875,2014-09-12
26633,830900,267000,2014-09-16
26634,241400,5000,2014-07-25
26635,242200,1e+05,2014-10-15
26636,843900,1100000,2014-08-03
26637,050800,17875,2014-08-06
26638,242600,17875,2014-08-01
26639,061200,17875,2014-08-28
26640,832500,17875,2014-08-28
26641,840400,17875,2015-03-17
26642,081201,24000,2014-08-07
26643,010400,60000,2014-09-30
26644,060400,350000,2014-08-06
26645,050600,450000,2015-01-06
26646,310400,794000,2014-11-06
26647,242400,4800,2014-08-14
26648,243300,17875,2014-11-04
26649,040401,325000,2014-12-08
26650,710800,17875,2014-08-01
26651,301600,17875,2014-08-01
26652,835600,17875,2014-08-01
26653,681000,17875,2014-08-01
26654,670200,17875,2014-08-01
26655,832600,589500,2014-09-26
26656,832600,589500,2014-09-26
26657,832600,589500,2014-09-24
26658,010701,3e+05,2014-10-30
26659,060400,17875,2014-08-21
26660,050200,17875,2014-09-22
26661,831000,17875,2014-09-17
26662,240800,17875,2014-08-20
26663,120300,17875,2014-09-12
26664,040600,17875,2014-08-19
26665,839900,202000,2014-11-03
26666,120100,250000,2014-10-14
26667,839900,202000,2014-11-03
26668,600700,1e+05,NA
26669,310800,18500,2014-08-08
26670,842900,6e+06,2014-12-01
26671,580800,225000,2014-10-28
26672,221400,395000,2014-10-29
26673,221400,395000,2014-10-10
26674,221400,395000,2014-10-20
26675,221400,395000,2014-10-28
26676,221400,395000,2014-10-14
26677,243000,150000,2014-10-17
26678,831100,4026559,2014-11-12
26679,843900,15000,2014-08-04
26680,240600,17875,2014-09-18
26681,240600,17875,2014-09-18
26682,081700,60000,2014-08-15
26683,081402,60000,2014-10-03
26684,221400,395000,2014-09-29
26685,834800,6e+06,2014-09-30
26686,221400,395000,2014-10-02
26687,730400,6e+05,NA
26688,221400,395000,2014-10-08
26689,221400,395000,2014-09-24
26690,221400,395000,2014-09-24
26691,221400,395000,2014-09-30
26692,221400,395000,2014-09-30
26693,221400,395000,2014-09-23
26694,221400,395000,2014-10-20
26695,842200,8e+06,2015-01-29
26696,062600,17875,2014-09-12
26697,040402,150000,2014-09-09
26698,060200,17875,2014-08-22
26699,839800,17875,2014-08-22
26700,832500,17875,2014-08-18
26701,839700,2e+05,NA
26702,590600,145000,2014-10-28
26703,840400,145000,NA
26704,170800,2e+05,2015-04-02
26705,070700,17875,2014-08-18
26706,660800,17875,2014-08-13
26707,671200,17875,2014-08-13
26708,670600,17875,2014-08-13
26709,671300,17875,2014-08-15
26710,671200,17875,2014-08-13
26711,071000,1e+06,2014-11-03
26712,070200,17875,2014-09-05
26713,242900,17875,2014-09-02
26714,061200,17875,2014-08-27
26715,221500,2e+05,2014-09-30
26716,560100,17875,2014-09-22
26717,230900,2e+05,NA
26718,081700,1000,2014-08-06
26719,170600,2e+05,2014-10-14
26720,310200,2e+05,NA
26721,220702,2e+06,2014-09-09
26722,832200,672600,2014-09-09
26723,243300,970000,2014-12-03
26724,221400,848000,2015-03-18
26725,550100,17875,2014-08-20
26726,240200,449500,2014-09-23
26727,834800,17875,2014-08-28
26728,660600,450000,NA
26729,390700,265000,2015-03-11
26730,051200,527800,2014-09-11
26731,030800,1500000,NA
26732,050500,3e+05,2014-08-26
26733,842600,2e+05,NA
26734,090300,175000,2014-08-20
26735,060400,17875,2014-09-05
26736,832500,688000,2014-09-04
26737,050500,17875,2014-09-23
26738,281900,50000,NA
26739,NA,350000,2014-08-18
26740,671200,17875,2014-08-25
26741,241600,2e+06,2015-04-02
26742,070700,17875,2014-09-18
26743,062600,17875,2014-11-04
26744,060100,17875,2014-08-27
26745,050900,2500,2014-08-06
26746,051100,2500,2014-08-06
26747,740100,17875,2014-09-08
26748,843700,6000,2014-08-07
26749,240800,2e+05,2014-10-16
26750,050800,2500,2014-08-06
26751,050200,17875,2014-08-27
26752,832000,17875,2014-08-27
26753,832000,17875,2014-08-27
26754,241400,430000,2014-09-12
26755,351000,10000,2014-08-08
26756,711200,17875,2014-08-19
26757,090200,17875,2014-10-01
26758,240300,1200000,2014-10-03
26759,831000,601700,2014-10-09
26760,831000,601700,2014-10-21
26761,833000,445000,2014-09-14
26762,831000,650000,2014-10-31
26763,831000,650000,2014-09-30
26764,040100,350000,2014-10-28
26765,070102,1e+06,2014-10-03
26766,310200,10000,2014-08-29
26767,381900,7500,2014-08-22
26768,570200,8e+05,2014-08-11
26769,050600,17875,2014-09-18
26770,062400,17875,2014-10-17
26771,060500,3e+05,NA
26772,060400,3e+05,NA
26773,243400,279200,2015-05-06
26774,070300,17875,2014-09-11
26775,570200,8e+06,2014-08-11
26776,491000,17875,2014-08-12
26777,440102,17875,2014-08-12
26778,491000,17875,2014-08-12
26779,221400,17875,2014-08-29
26780,222500,17875,2014-10-27
26781,831000,17875,2014-10-01
26782,831000,17875,2014-10-01
26783,170600,17875,2014-09-29
26784,243300,17875,2014-09-29
26785,050300,350000,NA
26786,070500,3e+05,2015-04-17
26787,760801,17875,2014-09-29
26788,832500,2000,2014-08-15
26789,280100,17875,2014-08-25
26790,280100,17875,2014-08-25
26791,071500,1000,2014-08-13
26792,283200,1000,2014-08-12
26793,283100,1000,2014-08-12
26794,283200,1000,2014-08-12
26795,071100,17875,2014-09-23
26796,071100,17875,2014-09-23
26797,430102,1000,2014-08-12
26798,330100,12000,2014-08-13
26799,672000,17875,2014-08-15
26800,681400,17875,2014-08-15
26801,660700,17875,2014-08-15
26802,130200,17875,2014-09-12
26803,320100,4700,2014-08-13
26804,530200,17875,2014-08-13
26805,491000,17875,2014-08-13
26806,490901,17875,2014-08-13
26807,081402,1000,2014-08-13
26808,833300,17875,2014-10-06
26809,081403,7000,2014-08-15
26810,062900,17875,2014-10-06
26811,611100,17875,2014-09-19
26812,070101,17875,2014-08-12
26813,060400,1719000,2014-11-25
26814,221000,313100,2014-10-01
26815,221000,313100,2014-11-18
26816,833100,7803890,2014-08-13
26817,833100,9476110,2014-08-14
26818,170800,17875,2015-03-17
26819,650200,17875,2014-09-12
26820,650200,17875,2014-09-12
26821,243400,279200,2015-05-06
26822,070600,250000,2014-09-18
26823,310800,310100,2014-10-02
26824,050200,17875,2014-09-23
26825,833000,10000,2014-08-29
26826,750500,250000,NA
26827,700200,17875,2014-09-17
26828,836100,2e+05,2015-05-21
26829,840000,150000,2014-08-21
26830,831000,450000,NA
26831,061100,1000,2014-08-15
26832,062700,17875,2014-09-26
26833,830900,17875,2014-09-09
26834,330100,3300,2014-08-15
26835,070200,17875,2014-08-28
26836,220602,13000,2014-09-05
26837,243000,2e+05,2015-02-03
26838,251000,17875,2014-09-11
26839,839900,202000,2014-10-15
26840,170100,1000,2014-08-15
26841,071400,1000,2014-08-19
26842,833000,10000,2014-08-19
26843,832600,350000,2014-10-01
26844,242900,488000,2014-09-26
26845,832200,17875,2014-10-16
26846,242000,350000,2015-05-28
26847,520200,17875,2014-09-19
26848,330100,12000,2014-08-19
26849,051100,250000,2014-10-06
26850,050200,250000,2014-09-03
26851,838300,11500000,2014-12-22
26852,242600,4e+05,2015-05-11
26853,831000,17875,2014-09-23
26854,050500,17875,2014-09-05
26855,161300,250000,NA
26856,080100,2000,2014-08-19
26857,070500,17875,2014-09-08
26858,221300,718800,2014-12-02
26859,161300,250000,2014-10-16
26860,841900,17875,2014-08-19
26861,510100,17875,2014-09-12
26862,050200,425000,2015-01-20
26863,242300,5e+05,NA
26864,400300,5000,2014-08-22
26865,240900,4600,2014-08-20
26866,220500,2000,2014-08-20
26867,240200,1e+05,2014-11-05
26868,220500,2000,2014-08-20
26869,081700,2000,2014-08-20
26870,830700,17875,2014-09-04
26871,241100,329600,2014-10-03
26872,301802,2000,2014-08-20
26873,241400,2000,2014-08-20
26874,831900,2000,2014-08-20
26875,051000,2000,2014-08-20
26876,060100,17875,2015-03-10
26877,842200,2500000,NA
26878,062800,17875,2014-09-10
26879,050500,250000,2014-10-08
26880,251200,17875,2014-09-19
26881,062900,465200,2014-10-06
26882,071800,17875,2014-09-17
26883,050600,17875,2014-10-06
26884,843100,6000,2014-09-08
26885,843900,10000,2014-08-25
26886,062200,17875,2014-10-24
26887,835600,17875,2014-08-27
26888,834600,17875,2014-08-27
26889,711100,17875,2014-08-27
